address,parsed_address,latitude,longitude,st_makepoint
151/1/C AHMED NAGAR MIRPUR DHAKA ,151/1/C,23.79321709,90.36166065,POINT (90.36166065 23.79321709)
"361/1, AHMED NAGAR PAIKPARA MIRPUR","361/1, ",23.79219926,90.35662233,POINT (90.35662233 23.79219926)
357/1  AHMED NAGAR MIRPUR DHAKA,357/1 ,23.79289827,90.35694235,POINT (90.35694235 23.79289827)
"HOUSE/FLAT # 360, AHMED NAGAR, MIRPUR, CONTACT NO: 01726000640",360,23.79235822,90.35642459,POINT (90.35642459 23.79235822)
"347/ B, AHMED  NAGAR, MIRPUR DHAKA","347/ B, ",23.79290525,90.3569948,POINT (90.3569948 23.79290525)
"311/2  AHMED NAGAR MIRPUR DHAKA
","311/2 
",23.7948998,90.35737832,POINT (90.35737832 23.7948998)
178/11 AHMED NAGAR MIRPUR DHAKA ,178/11 ,23.79339955,90.36114256,POINT (90.36114256 23.79339955)
151/1-J AHMED NAGAR MIRPUR DHAKA ,151/1-J ,23.79341121,90.36190974,POINT (90.36190974 23.79341121)
151/1/KA AHMED NAGAR MIRPUR DHAKA ,151/1/KA ,23.793602,90.36188276,POINT (90.36188276 23.793602)
"PAIK PARA, AGARGAON NEW COLONY","PAIK PARA, AGARGAON NEW COLONY",23.79154576,90.35614237,POINT (90.35614237 23.79154576)
"HOUSE/FLAT # 375, PLOT # AHMED NAGAR, SECTION # MIRPUR, DHAKA, CONTACT NO: 01190308540","375, ",23.79207072,90.35720215,POINT (90.35720215 23.79207072)
"HOUSE/FLAT # 280/2, PLOT # AHMED NAGAR, ROAD # PAIK PARA , MIRPUR DHAKA, CONTACT NO: 01621272780","280/2, ",23.79188026,90.35801277,POINT (90.35801277 23.79188026)
"HOUSE/FLAT # 219/2/KHA, PLOT # AHMED NAGAR, MIRPUR DHAKA, CONTACT NO: 01724788415","219/2/KHA, ",23.79432034,90.36067043,POINT (90.36067043 23.79432034)
"HOUSE/FLAT # 180/2, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01714380190","180/2,",23.7937883,90.36026608,POINT (90.36026608 23.7937883)
"HOUSE/FLAT # 227, PIKE PARA, MIRPUR, CONTACT NO: 01625011527","227, ",23.79444752,90.35952262,POINT (90.35952262 23.79444752)
"HOUSE/FLAT # 331/1, , AHMED NAGAR, CONTACT NO: 01713147027","331/1,",23.79436418,90.35583445,POINT (90.35583445 23.79436418)
"HOUSE/FLAT # 321/5, PLOT # WEST AHMED NAGAR, MIRPUR, CONTACT NO: 01912098044","321/5,",23.79437936,90.3562716,POINT (90.3562716 23.79437936)
"HOUSE/FLAT # 354/6 , BLOCK # AHMED NAGAR, MIRPUR,DHAKA, CONTACT NO: 01552358702","354/6 ,",23.79313855,90.35604894,POINT (90.35604894 23.79313855)
"HOUSE/FLAT # 369/H, PLOT # WEST AHMED NAGAR, MIRPUR DHAKA, CONTACT NO: 01924792804","369/H,",23.79158358,90.3553539,POINT (90.3553539 23.79158358)
"HOUSE/FLAT # 369/E/2/1, PLOT # AHMED NAGAR, DHAKA., CONTACT NO: 01819157230","369/E/2/1,",23.79165179,90.35538708,POINT (90.35538708 23.79165179)
"HOUSE/FLAT # 61-3, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01711525276","61-3, ",23.79601277,90.36128314,POINT (90.36128314 23.79601277)
"HOUSE/FLAT # 52/6/B, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01716828742","52/6/B, ",23.79489671,90.35954588,POINT (90.35954588 23.79489671)
"HOUSE/FLAT # 334/8/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 9016728, 01713203522","334/8/1,",23.79447481,90.35501429,POINT (90.35501429 23.79447481)
"HOUSE/FLAT # 151/1/B, PLOT # AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 019139051825","151/1/B,",23.79355202,90.36175668,POINT (90.36175668 23.79355202)
"HOUSE/FLAT # 238/1/I, PLOT # AHAMMAD NAGAR, MIRPUR, DHAKA., CONTACT NO: 01711321042","238/1/I,",23.79481116,90.35941512,POINT (90.35941512 23.79481116)
"HOUSE/FLAT # 334/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01716877414","334/1,",23.79301859,90.35509431,POINT (90.35509431 23.79301859)
"HOUSE/FLAT # 315/F, STR. AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01914426922","315/F, ",23.79417744,90.35720728,POINT (90.35720728 23.79417744)
"HOUSE/FLAT # 210/1, PLOT # PAIK PARA, MIRPUR, DHAKA., CONTACT NO: 01717078192","210/1, ",23.79305755,90.3588358,POINT (90.3588358 23.79305755)
"HOUSE/FLAT # 284/7, PLOT # AHAMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01916953389","284/7,",23.79236779,90.35768404,POINT (90.35768404 23.79236779)
"HOUSE/FLAT # 238/C, PLOT # AHMMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01915476321","238/C, ",23.79437812,90.35848275,POINT (90.35848275 23.79437812)
"HOUSE/FLAT # 238/1/C, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01711321042","238/1/C, ",23.79506668,90.35937863,POINT (90.35937863 23.79506668)
"HOUSE/FLAT # 183/1, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01923112095","183/1, ",23.79292463,90.36112137,POINT (90.36112137 23.79292463)
"HOUSE/FLAT # 52/1, STR. AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01913746769","52/1,",23.79557955,90.36069187,POINT (90.36069187 23.79557955)
"HOUSE/FLAT # 238/1-E, STR. AHMMED NAGAR PAIKPARA MIRPUR, DHAKA, CONTACT NO: 01712857805","238/1-E, ",23.7951286,90.35920704,POINT (90.35920704 23.7951286)
"HOUSE/FLAT # 315/G, PLOT # AHAMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01939891932","315/G, ",23.79420239,90.35730501,POINT (90.35730501 23.79420239)
"HOUSE/FLAT # 232/A, PLOT # AHMED NAGAR , SECTION # MIRPUR  , DHAKA, CONTACT NO: 01715264890","232/A, ",23.79461488,90.35955232,POINT (90.35955232 23.79461488)
"HOUSE/FLAT # 367/C, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01722622448","367/C,",23.79136995,90.35633828,POINT (90.35633828 23.79136995)
"HOUSE/FLAT # 206/5/A, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01711564629","206/5/A, ",23.79367817,90.35942423,POINT (90.35942423 23.79367817)
"HOUSE/FLAT # 178/7/5, STR. AHMED NAGAR, PAIK PARA, MIRPUR, DHAKA, CONTACT NO: 01711632807","178/7/5, ",23.79300895,90.36093445,POINT (90.36093445 23.79300895)
"HOUSE/FLAT # 148/7, A , SECTION # PAIK PARA MONIPUR, AHMED NAGAR, CONTACT NO: 01191324726","148/7, ",23.79227393,90.36149452,POINT (90.36149452 23.79227393)
"HOUSE/FLAT # 162/2-A, STR. AHAMMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01683250808","162/2-A, ",23.79521365,90.36094091,POINT (90.36094091 23.79521365)
"HOUSE/FLAT # 238/1/N, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01818944109","238/1/N,",23.79491639,90.35911306,POINT (90.35911306 23.79491639)
"HOUSE/FLAT # 309/1, STR. AHAMED NAGAR MIRPUR, DHAKA, CONTACT NO: 8035109","309/1, ",23.79439218,90.35740714,POINT (90.35740714 23.79439218)
"151/1, 1/B, AHMED NAGAR PAIK PARA MIRPUR","151/1, 1/B, ",23.79332172,90.36152715,POINT (90.36152715 23.79332172)
"HOUSE/FLAT # 238/1/J, STR. AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01913058834","238/1/J, ",23.794896,90.35895364,POINT (90.35895364 23.794896)
"HOUSE/FLAT # 333/1/F, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01712126560","333/1/F, ",23.793557,90.35608087,POINT (90.35608087 23.793557)
"HOUSE/FLAT # 213/1, STR. AHMED NAGAR PAIKPARA, DHAKA, CONTACT NO: 01711909171","213/1, ",23.79394446,90.35880599,POINT (90.35880599 23.79394446)
"HOUSE/FLAT # 191/A,, STR. AHMED NAGAR,, MIRPUR, DHAKA, CONTACT NO: 01670190205","191/A,,",23.79210411,90.36023227,POINT (90.36023227 23.79210411)
"HOUSE/FLAT # 369/1, PLOT # WEST AHAMED NAGAR  , BLOCK # PAIKPARA, MIRPUR DHAKA, CONTACT NO: 01727083588","369/1,",23.79159386,90.35515965,POINT (90.35515965 23.79159386)
"HOUSE/FLAT # 180/1/B, STR. AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01911445987","180/1/B, ",23.79358387,90.36051602,POINT (90.36051602 23.79358387)
"HOUSE/FLAT # 345/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01753584602",345/1,23.79336018,90.35683917,POINT (90.35683917 23.79336018)
"HOUSE/FLAT # 348/1-E, STR. PAIK PARA  MIRPUR, DHAKA, CONTACT NO: 01819167570","348/1-E, ",23.79359079,90.35647943,POINT (90.35647943 23.79359079)
"HOUSE/FLAT # 148/1/C, STR. AHMED NAGOR, MIRPUR, DHAKA, CONTACT NO: 01711459007","148/1/C, ",23.79269961,90.36151886,POINT (90.36151886 23.79269961)
"HOUSE/FLAT # 178/1-A,, STR. AHMED NAGAR, PAIK PARA, MIRPUR, DHAKA, CONTACT NO: 01625770194","178/1-A,, ",23.79379596,90.36088985,POINT (90.36088985 23.79379596)
"HOUSE/FLAT # 350/2,, STR. AHMED NAGAR,, MIRPUR, DHAKA, CONTACT NO: 01819425978","350/2,, ",23.79315327,90.35570636,POINT (90.35570636 23.79315327)
"HOUSE/FLAT # 247, STR. AHAMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01711361301","247, ",23.79388952,90.35812447,POINT (90.35812447 23.79388952)
"HOUSE/FLAT # 236/1, STR. AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01715040041","236/1, ",23.79407089,90.35878226,POINT (90.35878226 23.79407089)
"HOUSE/FLAT # 54/1/A, SECTION # AHMED NAGARMIRPUR, DHAKA, CONTACT NO: 01749037967","54/1/A, ",23.79606502,90.36059685,POINT (90.36059685 23.79606502)
"HOUSE/FLAT # 73/C, PLOT # AHMAD NAGOR, ROAD # JONAKIMIRPUR, DHAKA., CONTACT NO: 01768149202","73/C, ",23.79402074,90.36180066,POINT (90.36180066 23.79402074)
"HOUSE/FLAT # 73/A, SECTION # AHMED NAGAR MIRPUR, DHAKA, CONTACT NO: 01730054904","73/A, ",23.79424196,90.36173265,POINT (90.36173265 23.79424196)
"HOUSE/FLAT # 231, STR. AHMED NAGAR, MIRPUR. DHAKA, CONTACT NO: 01817516005","231,",23.79466828,90.35978018,POINT (90.35978018 23.79466828)
"HOUSE/FLAT # 250/4, SECTION # 01MIRPUR, MIRPUR, CONTACT NO: 01951886368","250/4, ",23.7932179,90.35764175,POINT (90.35764175 23.7932179)
"HOUSE/FLAT # 148/6/A/1,, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01818976217","148/6/A/1,",23.79202911,90.36151604,POINT (90.36151604 23.79202911)
"HOUSE/FLAT # 130/5,, STR.  AHMED NAGAR MIRPUR , DHAKA, CONTACT NO: 9012619, 019120641193",130/5,23.79258818,90.36186538,POINT (90.36186538 23.79258818)
"HOUSE/FLAT # 148/6/A, SECTION # AHMED NAGAR PAIK PAR, STR. (NONMIRPUR, DHAKA, CONTACT NO: 01721329869","148/6/A, ",23.79223344,90.36138835,POINT (90.36138835 23.79223344)
"HOUSE/FLAT # 256/A, STR. AHMED NAGAR PAIKPARA, MIRPUR, DHAKA, CONTACT NO: 01711110633","256/A,",23.79272754,90.35868066,POINT (90.35868066 23.79272754)
"HOUSE/FLAT # 238/1/H, SECTION # AHAMED NAGARMIRPUR, DHAKA, CONTACT NO: 01749277265","238/1/H, ",23.79499497,90.35892231,POINT (90.35892231 23.79499497)
"HOUSE/FLAT # 372/E, BLOCK # AHMENAGAR, SECTION # PAIKPARAMIRPUR, DHAKA, CONTACT NO: 01670167495","372/E,",23.79163741,90.35749137,POINT (90.35749137 23.79163741)
"HOUSE/FLAT # 187, PLOT # NIL, ROAD # AHMEDNAGAR, BLOCK # PAIK , SECTION # MIRPUR-1MIRPUR, DHAKA - 1216, CONTACT NO: NIL, 01711538333","187,",23.79240378,90.3603278,POINT (90.3603278 23.79240378)
"HOUSE/FLAT # 180/2/C, SECTION # AHMED NAGARMIRPUR, DHAKA, CONTACT NO: 01714380190","180/2/C, ",23.79369708,90.36027229,POINT (90.36027229 23.79369708)
"HOUSE/FLAT # 372/E/1, PLOT # AHMED NAGAR, SECTION # MIRPUR , DHAKA, CONTACT NO: 01925984749","372/E/1, ",23.79173716,90.35751933,POINT (90.35751933 23.79173716)
"HOUSE/FLAT # 155, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01812386013","155, ",23.79475467,90.36133904,POINT (90.36133904 23.79475467)
"HOUSE/FLAT # 348/4, SECTION # AHMED NAGAR , STR. HOUSE/FLAT:348/4, AHAMEDNAGAR, MIRPUR, DHAKAMIRPUR, DHAKA, CONTACT NO: 01817016989",348/4,23.79324507,90.35644246,POINT (90.35644246 23.79324507)
"HOUSE/FLAT # 310/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01729619391","310/2, ",23.7946305,90.35756944,POINT (90.35756944 23.7946305)
"HOUSE/FLAT # 334/10MIRPUR, AHMED NAGAR PAIK PARA, CONTACT NO: 01714059544",334/10,23.79407722,90.35506009,POINT (90.35506009 23.79407722)
"HOUSE/FLAT # 335/1/D, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01753788950","335/1/D, ",23.79283195,90.35542107,POINT (90.35542107 23.79283195)
"HOUSE/FLAT # 337, PLOT # 337, SECTION # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01827120837","337, ",23.79440375,90.35662308,POINT (90.35662308 23.79440375)
"HOUSE/FLAT # 155/A/2, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01818289788","155/A/2,",23.79448082,90.36144261,POINT (90.36144261 23.79448082)
"HOUSE/FLAT # 238/1/E2, SECTION # AHMEDNAGARMIRPUR, MIRPUR, CONTACT NO: 01711234593","238/1/E2, ",23.79502275,90.35908604,POINT (90.35908604 23.79502275)
"HOUSE/FLAT # 341, BLOCK # AHMED NAGAR, SECTION # 01, MIRPUR, CONTACT NO: 01715133596","341,",23.79422467,90.35682091,POINT (90.35682091 23.79422467)
"HOUSE/FLAT # 335/1-F, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01920147666","335/1-F,",23.79291343,90.35550592,POINT (90.35550592 23.79291343)
"HOUSE/FLAT # 261/2, ROAD # AHMED NAGA, MIRPUR, CONTACT NO: 01927608087","261/2, ",23.79212502,90.35904173,POINT (90.35904173 23.79212502)
"HOUSE/FLAT # 333/1/C, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01556325665",333/1/C,23.79368296,90.35589911,POINT (90.35589911 23.79368296)
"HOUSE/FLAT # 258, PLOT # AHMED NAGAR, BLOCK # PAIK PARA, MIRPUR, DHAKA., CONTACT NO: 01711143836","258,",23.79213262,90.35858591,POINT (90.35858591 23.79213262)
"HOUSE/FLAT # 370, PLOT # 370, BLOCK # N/AMIRPUR, MIRPUR, CONTACT NO: 01817538297","370, ",23.79149765,90.35694411,POINT (90.35694411 23.79149765)
"HOUSE/FLAT # 367/A, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01680987288","367/A, ",23.79155346,90.35632062,POINT (90.35632062 23.79155346)
"HOUSE/FLAT # 260/KHA, ROAD # AHMEDNAGAR, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01925507463","260/KHA,",23.79237881,90.35875875,POINT (90.35875875 23.79237881)
"HOUSE/FLAT # 369/D/2,, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01711971240","369/D/2,,",23.79191883,90.35573823,POINT (90.35573823 23.79191883)
"HOUSE/FLAT # 284, PLOT # AHMADNAGAR, BLOCK # PAIK PARA, 1216, CONTACT NO: 01735357922","284, ",23.79262609,90.35772893,POINT (90.35772893 23.79262609)
"HOUSE/FLAT # 278/3/1MIRPUR, MIRPUR, CONTACT NO: 01686334018",278/3/1,23.79165642,90.35833872,POINT (90.35833872 23.79165642)
"HOUSE/FLAT # 213/A/2, SECTION # 1, STR. HOLDING NO-402 MIRPUR DHAKA., MIRPUR, CONTACT NO: 01721149782","213/A/2, ",23.79382883,90.35894803,POINT (90.35894803 23.79382883)
"HOUSE/FLAT # 334/7/A  AHMED NAGAR, PLOT # 334/7/A,, MIRPUR, CONTACT NO: 01745778222",334/7/A  ,23.79394071,90.35509527,POINT (90.35509527 23.79394071)
"HOUSE/FLAT # 130/3/B, PLOT # AHMED NAGAR, BLOCK # PAIK PARA,MIRPUR, DHAKA, CONTACT NO: 01911787086","130/3/B, ",23.79259051,90.3620275,POINT (90.3620275 23.79259051)
"HOUSE/FLAT # 148/6/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01730054904","148/6/A, ",23.79229486,90.36152147,POINT (90.36152147 23.79229486)
"HOUSE/FLAT # 45/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01739441092","45/1, ",23.79631936,90.36032519,POINT (90.36032519 23.79631936)
"HOUSE/FLAT # 72/2, BLOCK # JONAKI RD PAIK PARA, MIRPUR, CONTACT NO: 01821728790","72/2,",23.79454082,90.36149509,POINT (90.36149509 23.79454082)
"HOUSE/FLAT # 224/1-B, PLOT # 224/1-B, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01947954500","224/1-B,",23.79406429,90.35937582,POINT (90.35937582 23.79406429)
"HOUSE/FLAT # 362, BLOCK # AHMMODNAGARMIRPUR, 1216, CONTACT NO: 01736322257","362, ",23.79204284,90.35648599,POINT (90.35648599 23.79204284)
"HOUSE/FLAT # RS 13265, PLOT # 161/4, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 9015001, 01913393909","13265, ",23.79510237,90.3605396,POINT (90.3605396 23.79510237)
"HOUSE/FLAT # 369, PLOT # 369MIRPUR, MIRPUR, CONTACT NO: 01758872724","369, ",23.79131707,90.35602903,POINT (90.35602903 23.79131707)
"HOUSE/FLAT # 369/1, PLOT # 369/1MIRPUR, MIRPUR, CONTACT NO: 01758872724","369/1, ",23.79163592,90.35585695,POINT (90.35585695 23.79163592)
"HOUSE/FLAT # 43MIRPUR, MIRPUR, CONTACT NO: 01920090200",43,23.79624838,90.36072941,POINT (90.36072941 23.79624838)
"HOUSE/FLAT # 178/8, SECTION # 01MIRPUR, MIRPUR, CONTACT NO: 01199851078","178/8, ",23.79324047,90.36112155,POINT (90.36112155 23.79324047)
"HOUSE/FLAT # 201/1, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01670190205","201/1, ",23.79266606,90.35957343,POINT (90.35957343 23.79266606)
"HOUSE/FLAT # 49996, PLOT # 178/1-KA, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01713375893","49996, ",23.79375117,90.36078836,POINT (90.36078836 23.79375117)
"HOUSE/FLAT # 187/A, PLOT # 187/AMIRPUR, MIRPUR, CONTACT NO: 01711909156","187/A, ",23.79250987,90.36028759,POINT (90.36028759 23.79250987)
"HOUSE/FLAT # 181/1/A, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01718085109","181/1/A, ",23.79330228,90.36019438,POINT (90.36019438 23.79330228)
"HOUSE/FLAT # 198/3/C, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01724827088",198/3/C,23.79304467,90.35997161,POINT (90.35997161 23.79304467)
"HOUSE/FLAT # 158, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01708529048","158, ",23.79517137,90.3614679,POINT (90.3614679 23.79517137)
"HOUSE/FLAT # 167/1/A, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01710928338","167/1/A, ",23.79468877,90.36081276,POINT (90.36081276 23.79468877)
"HOUSE/FLAT # 284/1, BLOCK # AHAMED NAGAR, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01914368282","284/1, ",23.79274598,90.3579095,POINT (90.3579095 23.79274598)
"HOUSE/FLAT # 61/1, STR. AHMED NAGAR, MIRPUR,DHAKA, CONTACT NO: 01915086245","61/1, ",23.79607,90.36149932,POINT (90.36149932 23.79607)
"HOUSE/FLAT # 151/1, PLOT # JONAKI ROAD, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01715413081","151/1,",23.79366326,90.36171017,POINT (90.36171017 23.79366326)
"HOUSE/FLAT # 148/7 , PLOT # AHMED NAGAR, STR. 148/7 AHMED NAGAR PAIK PARA MIRPUR MIRPUR , MIRPUR, CONTACT NO: 01711860244","148/7 , ",23.79228843,90.36125249,POINT (90.36125249 23.79228843)
"HOUSE/FLAT # 181/1-KA, BLOCK # AHAMEDNAGAR, SECTION #  PAIKPARAMIRPUR, DHAKA, CONTACT NO: 01552359153","181/1-KA,",23.79336994,90.36011202,POINT (90.36011202 23.79336994)
"HOUSE/FLAT # 347/D/1, AHMED NAGAR, ROAD # N/A, BLOCK # WEST AHMEDNAGAR, SECTION # MIRPUR-1MIRPUR, MIRPUR, CONTACT NO: 029027144, 01715285619","347/D/1, ",23.79281477,90.35695435,POINT (90.35695435 23.79281477)
"HOUSE/FLAT # 277/2, ROAD # RD#01, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01552363463","277/2, ",23.79177713,90.35909998,POINT (90.35909998 23.79177713)
"HOUSE/FLAT # 151/2/A, STR. AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01712821719","151/2/A,",23.79358731,90.36146762,POINT (90.36146762 23.79358731)
"HOUSE/FLAT # 238/A/1, PLOT # 238/A/1, BLOCK # ,AHMED NAGAR, SECTION # MIRPUR-01MIRPUR, MIRPUR, CONTACT NO: 01717428025","238/A/1,",23.7949144,90.35836643,POINT (90.35836643 23.7949144)
"240/1 , AHMED NAGAR  MIRPUR","240/1 , ",23.79474362,90.35785641,POINT (90.35785641 23.79474362)
"HOUSE/FLAT # 362/1, SECTION # AHMED NAGER MIRPUR, DHAKA, CONTACT NO: 01831118042","362/1, ",23.79203005,90.3563907,POINT (90.3563907 23.79203005)
"HOUSE/FLAT # 353/4/D, PLOT # AHMED NAGAR, MIRPUR, DHAKA, , CONTACT NO: 01716333376","353/4/D,",23.7924584,90.35524349,POINT (90.35524349 23.7924584)
"HOUSE/FLAT # 167/2, ROAD # AHMAD NAGA, MIRPUR, CONTACT NO: 01719788717","167/2,",23.79475278,90.36080712,POINT (90.36080712 23.79475278)
"HOUSE/FLAT # 182, STR. AHMED NAGAR, AHMED NAGAR PAIK PARA, CONTACT NO: 01742888862","182, ",23.79325091,90.36052949,POINT (90.36052949 23.79325091)
"HOUSE/FLAT # 219/2/KHA, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01835212344","219/2/KHA,",23.79421966,90.36071768,POINT (90.36071768 23.79421966)
"HOUSE/FLAT # 159, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01673603249","159, ",23.79537,90.36145736,POINT (90.36145736 23.79537)
"HOUSE/FLAT # 328/C, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01713203522","328/C, ",23.79410374,90.35524752,POINT (90.35524752 23.79410374)
"HOUSE/FLAT # 151/1/H, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01914319146","151/1/H, ",23.79317684,90.36180948,POINT (90.36180948 23.79317684)
"HOUSE/FLAT # 332/B, BLOCK # AHMED NAGAR, SECTION # MIRPURMIRPUR, 1216, CONTACT NO: 01716835773","332/B,",23.7937511,90.35554204,POINT (90.35554204 23.7937511)
"191, AHMED NAGAR PAIK PARA MIRPUR","191, ",23.79208816,90.3600736,POINT (90.3600736 23.79208816)
44 AHMED NAGAR DHAK.A,44,23.79631266,90.36064095,POINT (90.36064095 23.79631266)
"238, AHMED NAGAR MIRPUR, DHAKA","238,",23.79505292,90.35811923,POINT (90.35811923 23.79505292)
"NEAR 83/1, PURBHA AHMED NAGAR KASHEM SHOPS ROAD MIRPUR, DHAKA"," 83/1, ",23.79294915,90.3590094,POINT (90.3590094 23.79294915)
"334/1/B, AHMED NAGAR MIRPUR, DHAKA","334/1/B,",23.79354524,90.35511127,POINT (90.35511127 23.79354524)
"HOUSE/FLAT # 196/4, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 9012646, 01552342224","196/4, ",23.79257684,90.36009772,POINT (90.36009772 23.79257684)
"HOUSE/FLAT # 178/6, AHMED NAGAR, STR. 178/6/A, AHMMED NAGOR MIRPUR, DHAKA MIRPUR, MIRPUR, CONTACT NO: 01670545024","178/6, ",23.79345599,90.36080283,POINT (90.36080283 23.79345599)
"HOUSE/FLAT # 178/7/3, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01819106899","178/7/3,",23.79301682,90.36099031,POINT (90.36099031 23.79301682)
"HOUSE/FLAT # 238/1/P, PLOT # AHMEDNAGAR, ROAD # AHMEDNAGAR, BLOCK # AHMEDNAGAR, SECTION # 1MIRPUR, 1216, CONTACT NO: 01715370227",238/1/P,23.79489083,90.35939917,POINT (90.35939917 23.79489083)
"House/Flat # 373 Ahmed Nagar, Block #  AHMED NAGARMIRPUR, MIRPUR, Contact no: 01919343243",373,23.79199747,90.35748404,POINT (90.35748404 23.79199747)
"HOUSE/FLAT # 129/1/E,129/2/E, ROAD # AHMEDNAGAR, BLOCK # PAIKPARAMIRPUR-1, MIRPUR, CONTACT NO: 01714113406","129/1/E,",23.79284631,90.36132908,POINT (90.36132908 23.79284631)
"HOUSE/FLAT # 174/1-K, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01812924778","174/1-K,",23.79270398,90.36105685,POINT (90.36105685 23.79270398)
"HOUSE/FLAT # 169/1, SECTION # AHMED NAGAR PAIK PARMIRPUR, DHAKA, CONTACT NO: 01711393375","169/1, ",23.79440399,90.36066793,POINT (90.36066793 23.79440399)
"HOUSE/FLAT # 302, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01552317377","302,",23.79344832,90.35753455,POINT (90.35753455 23.79344832)
"237/2, AHMED NAGAR MIRPUR","237/2, ",23.79398814,90.35858077,POINT (90.35858077 23.79398814)
"315/B/1, AHMED NAGAR MIRPUR","315/B/1, ",23.79425796,90.35692081,POINT (90.35692081 23.79425796)
"157, AHMED NAGAR, PAIK PARA MIRPUR","157, ",23.79513714,90.3611481,POINT (90.3611481 23.79513714)
NEW 238 AHMED NAGAR MIRPUR.,238,23.79504139,90.35807455,POINT (90.35807455 23.79504139)
"201 AHMED NAGAR,PAIKPARA MIRPUR",201,23.79265362,90.35967942,POINT (90.35967942 23.79265362)
"OLD 183, NEW 184/3 AHMED NAGAR MIRPUR",184/3 ,23.79286583,90.36071166,POINT (90.36071166 23.79286583)
"HOUSE/FLAT # 372/C, STR. 372/C, AHMED NAGAR PAIKPARA, MIRPUR DHAKA, MIRPUR, CONTACT NO: 01670167495","372/C, ",23.79163299,90.35727245,POINT (90.35727245 23.79163299)
"311/3, AHMED NAGAR, PAIKPARA MIRPUR,DHAKA","311/3, ",23.79484961,90.35719558,POINT (90.35719558 23.79484961)
"52/6/A, 52/6/A, SENPARA PARBOTA AHMED NAGAR MIRPUR DHAKA","52/6/A, ",23.79505436,90.35952717,POINT (90.35952717 23.79505436)
